denue_id,fsq_id,denue_lat,denue_lon,fsq_lat,fsq_lon,distance_m,denue_name_original,denue_name_norm,fsq_name_original,fsq_name_norm,lev_dist,lev_sim,jaccard_sim,score_sim
1021685,4b7c4e93f964a5203e8b2fe3,19.42882229,-99.17187717,19.428762461940387,-99.1718196758978,8.988123394042015,BISTROT ARLEQUIIN,bistrot arlequiin,Bistrot Arlequín,bistrot arlequin,1,0.94,0.33,0.64
8327090,5c0c5c98838e590039a16401,19.41167594,-99.16464414,19.411648,-99.16466,3.527964746838959,BITCOIN EMBASSY BAR,bitcoin embassy bar,Bitcoin Embassy,bitcoin embassy,4,0.79,0.67,0.73
9461057,4b4cdf85f964a5208cc226e3,19.42558349,-99.16682449,19.42558,-99.166724,10.556847228151412,BIWON,biwon,Biwon,biwon,0,1,1,1
7732318,4ba7c736f964a52092b239e3,19.41657186,-99.16706288,19.416727561628985,-99.16693214865208,22.108885132737438,BIZARRO CAFE,bizarro cafe,Bizarro,bizarro,5,0.58,0.5,0.54
6756180,56281efd498e502299a1e93f,19.41978798,-99.16000166,19.419842602457976,-99.15993669021476,9.137733824149239,BLANCO COLIMA,blanco colima,Blanco Colima,blanco colima,0,1,1,1
10361781,63fc0d6103e74a16ee81ccbb,19.4284752,-99.13602153,19.42804,-99.135893,50.29020210568659,BOCA NEGRA,boca negra,Boca Negra,boca negra,0,1,1,1
11419261,63ba1c335b071272c730b774,19.42543576,-99.15748528,19.425288,-99.157418,17.900968700925887,BOCA ROJA RESTAURANTE ITALIANO,boca roja italiano,Boca Roja,boca roja,9,0.5,0.67,0.58
11050271,4d52c3813062a1cdd8eb74a3,19.42938857,-99.17339399,19.42933244703096,-99.17317628860474,23.692867754777335,BODEGA DOÑA BLANCA,bodega dona blanca,Doña Blanca,dona blanca,7,0.61,0.67,0.64
887755,4c82bf24dc018cfa0ea4d26c,19.43333074,-99.13952447,19.4326928442357,-99.13970812786395,73.58105020076073,BODEGA RESTAURANT CASA ARGENTINA,bodega casa argentina,Casa Argentina,casa argentina,7,0.67,0.67,0.67
9693280,6484c3a1b70da2118e2f3ec0,19.4162105,-99.17078974,19.416196,-99.170759,3.6084914162718245,BODEGON VICTORIA,bodegon victoria,Bodegon Victoria,bodegon victoria,0,1,1,1
11614104,6483aca724f23d5d9b957d85,19.41800823,-99.15960381,19.417861,-99.159477,21.115545503176048,BOLUDO PARRILLA URBANA,boludo parrilla urbana,Boludo Parrilla Urbana Roma Norte,boludo parrilla urbana roma norte,11,0.67,0.6,0.64
11135449,64f51f2c959a456f2548cd9d,19.43691636,-99.13792359,19.436722,-99.137991,22.763877904110046,BRIJES AND CAFE,brijes and cafe,Brijes Y Cafe,brijes y cafe,3,0.8,0.5,0.65
894265,4bd1e15c9854d13a396ffa4d,19.43371155,-99.16870754,19.43352298110819,-99.16864980577394,21.84883773559529,BRISTO MICHELLENA,bristo michellena,Bistro Michellena,bistro michellena,2,0.88,0.33,0.6
11694445,672e3f94ab60e50abc78d2ea,19.42659535,-99.16937586,19.427214,-99.169584,72.25119824658054,BRUNCH AND BOWLS,brunch and bowls,Brunch And Bowls,brunch and bowls,0,1,1,1
7732385,4f1b4d60e4b0a62718f128fc,19.42296065,-99.17320498,19.423151453772572,-99.17299185422482,30.85090611629428,BUEN DIA,buen dia,Buen Dia,buen dia,0,1,1,1
9084914,503a98fbe4b07c3e083e70c6,19.43455059,-99.13551249,19.434688898707932,-99.136040883188,57.56611933536093,BUFETE CHINO,bufete chino,Buffet Chino,buffet chino,2,0.83,0.33,0.58
998873,57a78e45498e3ebd86965d22,19.43491457,-99.13606371,19.434652,-99.1361,29.47637658001834,BUFFET MEXICANO EL 9 DE ISABEL,buffet mexicano el 9 de isabel,El 9 De Isabel Gran Buffet Mexicano,el 9 de isabel gran buffet mexicano,28,0.2,0.86,0.53
10796226,6352ffccf89c2d3673991bf2,19.42225888,-99.17079621,19.421991,-99.17099,36.099408033502286,BUSHER COCDRILS,busher cocdrils,Busher Cocdril's,busher cocdril s,1,0.94,0.25,0.6
1029644,5222a1ab11d2cd81e7d1600b,19.41970443,-99.16019036,19.419785102943543,-99.16015026449897,9.918093201263682,BUTCHER AND SONS,butcher and sons,Butcher & Sons,butcher sons,4,0.75,0.67,0.71
865412,651880e89766bd241a7ca627,19.4117607,-99.1677545,19.411829,-99.167406,37.3711185129733,BUTCHER AND SONS,butcher and sons,Butcher & Sons Condesa,butcher sons condesa,7,0.65,0.5,0.58
